0	super::sin(0.0).to_bits()	0x00000000
1	super::sin(1.0).to_bits()	0x3f57695c
2	super::sin(2.0).to_bits()	0x3f68c9b2
3	super::sin(3.0).to_bits()	0x3e108520
4	super::sin(0.5).to_bits()	0x3ef5752e
5	super::sin(3.141592653589793).to_bits()	0x250d3132
6	super::sin(1.5707963267948966).to_bits()	0x3f800000
7	super::sin(6.283185307179586).to_bits()	0x00000000
8	super::sin(-3.141592653589793).to_bits()	0x250d3132
9	super::sin(-1.5707963267948966).to_bits()	0xbf800000
10	super::sin(100.0).to_bits()	0xbf01a5b4
11	super::sin(1000.0).to_bits()	0x3f53ad24
12	super::sin(10000.0).to_bits()	0xbe9c7373
13	super::sin(1000000.0).to_bits()	0xbeb337e3
14	super::sin(-1000000.0).to_bits()	0x3eb337e3
15	super::sin(12345.6789).to_bits()	0xbf3418e1
16	super::sin(1.7976931348623157E308).to_bits()	0xb8c90fdb
17	super::sin(2.2250738585072014E-308).to_bits()	0x00000000
18	super::sin(4.9E-324).to_bits()	0x00000000
19	super::sin(1.0E308).to_bits()	0xb8c90fdb
20	super::cos(0.0).to_bits()	0x3f800000
21	super::cos(1.0).to_bits()	0x3f0a5341
22	super::cos(2.0).to_bits()	0xbed5088d
23	super::cos(3.0).to_bits()	0xbf7d7007
24	super::cos(0.5).to_bits()	0x3f60a9d2
25	super::cos(3.141592653589793).to_bits()	0xbf800000
26	super::cos(1.5707963267948966).to_bits()	0x250d3132
27	super::cos(6.283185307179586).to_bits()	0x3f800000
28	super::cos(-3.141592653589793).to_bits()	0xbf800000
29	super::cos(-1.5707963267948966).to_bits()	0x00000000
30	super::cos(100.0).to_bits()	0x3f5cbe46
31	super::cos(1000.0).to_bits()	0x3f0ff9e5
32	super::cos(10000.0).to_bits()	0xbf73c16c
33	super::cos(1000000.0).to_bits()	0x3f6fcdf4
34	super::cos(-1000000.0).to_bits()	0x3f6fcdf4
35	super::cos(12345.6789).to_bits()	0x3f35efd3
36	super::cos(1.7976931348623157E308).to_bits()	0xb8c90fdb
37	super::cos(2.2250738585072014E-308).to_bits()	0x3f800000
38	super::cos(4.9E-324).to_bits()	0x3f800000
39	super::cos(1.0E308).to_bits()	0xb8c90fdb
40	super::sqrt(0.0f32).to_bits()	0x00000000
41	super::sqrt(1.0f32).to_bits()	0x3f800000
42	super::sqrt(2.0f32).to_bits()	0x3fb504f3
43	super::sqrt(3.0f32).to_bits()	0x3fddb3d7
44	super::sqrt(0.25f32).to_bits()	0x3f000000
45	super::sqrt(100.0f32).to_bits()	0x41200000
46	super::sqrt(3.4028235E38f32).to_bits()	0x5f7fffff
47	super::sqrt(1.4E-45f32).to_bits()	0x1a3504f3
48	super::sqrt(f32::NAN).to_bits()	0x7fc00000
49	super::sqrt(f32::INFINITY).to_bits()	0x7f800000
50	super::sqrt(4.0f32).to_bits()	0x40000000
51	super::sqrt(1.0E30f32).to_bits()	0x58635fa9
52	super::floor_d(-1.5)	-2i32
53	super::floor_d(-1.0)	-1i32
54	super::floor_d(-0.5)	-1i32
55	super::floor_d(0.5)	0i32
56	super::floor_d(1.5)	1i32
57	super::floor_d(3.9)	3i32
58	super::floor_d(-3.9)	-4i32
59	super::floor_d(f64::NAN)	0i32
60	super::floor_d(f64::INFINITY)	2147483647i32
61	super::floor_d(1.7976931348623157E308)	2147483647i32
62	super::floor_d(4.9E-324)	0i32
63	super::floor_d(2.147483647E9)	2147483647i32
64	super::floor_d(2.147483648E9)	2147483647i32
65	super::floor_d(-2.147483648E9)	-2147483648i32
66	super::floor_d(-2.147483649E9)	-2147483648i32
67	super::floor_d(1.0E30)	2147483647i32
68	super::floor_d(-1.0E30)	-2147483648i32
69	super::floor_d(4.9E-324)	0i32
70	super::floor(-1.5f32)	-2i32
71	super::floor(-1.0f32)	-1i32
72	super::floor(-0.5f32)	-1i32
73	super::floor(0.5f32)	0i32
74	super::floor(1.5f32)	1i32
75	super::floor(3.9f32)	3i32
76	super::floor(-3.9f32)	-4i32
77	super::floor(f32::NAN)	0i32
78	super::floor(3.4028235E38f32)	2147483647i32
79	super::floor(1.4E-45f32)	0i32
80	super::floor(2.1474836E9f32)	2147483647i32
81	super::floor(2.1474836E9f32)	2147483647i32
82	super::floor(-2.1474836E9f32)	-2147483648i32
83	super::floor(-2.1474836E9f32)	-2147483648i32
84	super::ceil(-1.5f32)	-1i32
85	super::ceil(-1.0f32)	-1i32
86	super::ceil(-0.5f32)	0i32
87	super::ceil(0.5f32)	1i32
88	super::ceil(1.5f32)	2i32
89	super::ceil(3.9f32)	4i32
90	super::ceil(-3.9f32)	-3i32
91	super::ceil(f32::NAN)	0i32
92	super::ceil(3.4028235E38f32)	2147483647i32
93	super::ceil(1.4E-45f32)	1i32
94	super::ceil(2.1474836E9f32)	2147483647i32
95	super::ceil(2.1474836E9f32)	2147483647i32
96	super::ceil(-2.1474836E9f32)	-2147483648i32
97	super::ceil(-2.1474836E9f32)	-2147483648i32
98	super::ceil_d(-1.5)	-1i32
99	super::ceil_d(-1.0)	-1i32
100	super::ceil_d(-0.5)	0i32
101	super::ceil_d(0.5)	1i32
102	super::ceil_d(1.5)	2i32
103	super::ceil_d(3.9)	4i32
104	super::ceil_d(-3.9)	-3i32
105	super::ceil_d(f64::NAN)	0i32
106	super::ceil_d(f64::INFINITY)	2147483647i32
107	super::ceil_d(1.7976931348623157E308)	2147483647i32
108	super::ceil_d(4.9E-324)	1i32
109	super::ceil_d(2.147483647E9)	2147483647i32
110	super::ceil_d(2.147483648E9)	2147483647i32
111	super::ceil_d(-2.147483648E9)	-2147483648i32
112	super::ceil_d(-2.147483649E9)	-2147483648i32
113	super::ceil_d(1.0E30)	2147483647i32
114	super::ceil_d(-1.0E30)	-2147483648i32
115	super::ceil_d(4.9E-324)	1i32
116	super::lfloor(-1.5)	-2i64
117	super::lfloor(-1.0)	-1i64
118	super::lfloor(-0.5)	-1i64
119	super::lfloor(0.5)	0i64
120	super::lfloor(1.5)	1i64
121	super::lfloor(3.9)	3i64
122	super::lfloor(-3.9)	-4i64
123	super::lfloor(f64::NAN)	0i64
124	super::lfloor(f64::INFINITY)	9223372036854775807i64
125	super::lfloor(1.7976931348623157E308)	9223372036854775807i64
126	super::lfloor(4.9E-324)	0i64
127	super::lfloor(2.147483647E9)	2147483647i64
128	super::lfloor(2.147483648E9)	2147483648i64
129	super::lfloor(-2.147483648E9)	-2147483648i64
130	super::lfloor(-2.147483649E9)	-2147483649i64
131	super::lfloor(1.0E30)	9223372036854775807i64
132	super::lfloor(-1.0E30)	-9223372036854775808i64
133	super::lfloor(4.9E-324)	0i64
134	super::ceil_long(-1.5)	-1i64
135	super::ceil_long(-1.0)	-1i64
136	super::ceil_long(-0.5)	0i64
137	super::ceil_long(0.5)	1i64
138	super::ceil_long(1.5)	2i64
139	super::ceil_long(3.9)	4i64
140	super::ceil_long(-3.9)	-3i64
141	super::ceil_long(f64::NAN)	0i64
142	super::ceil_long(f64::INFINITY)	9223372036854775807i64
143	super::ceil_long(1.7976931348623157E308)	9223372036854775807i64
144	super::ceil_long(4.9E-324)	1i64
145	super::ceil_long(2.147483647E9)	2147483647i64
146	super::ceil_long(2.147483648E9)	2147483648i64
147	super::ceil_long(-2.147483648E9)	-2147483648i64
148	super::ceil_long(-2.147483649E9)	-2147483649i64
149	super::ceil_long(1.0E30)	9223372036854775807i64
150	super::ceil_long(-1.0E30)	-9223372036854775808i64
151	super::ceil_long(4.9E-324)	1i64
152	super::abs_i32(0i32)	0i32
153	super::abs_i32(1i32)	1i32
154	super::abs_i32(-1i32)	1i32
155	super::abs_i32(42i32)	42i32
156	super::abs_i32(-42i32)	42i32
157	super::abs_i32(2147483647i32)	2147483647i32
158	super::abs_i32(-2147483648i32)	-2147483648i32
159	super::abs_max(0i32, 1i32)	1i32
160	super::abs_max(1i32, 2i32)	2i32
161	super::abs_max(-1i32, 0i32)	1i32
162	super::abs_max(42i32, 43i32)	43i32
163	super::abs_max(-42i32, -41i32)	42i32
164	super::abs_max(2147483647i32, -2147483648i32)	2147483647i32
165	super::abs_max(-2147483648i32, -2147483647i32)	2147483647i32
166	super::abs_max(0i32, -1i32)	1i32
167	super::abs_max(1i32, 0i32)	1i32
168	super::abs_max(-1i32, -2i32)	2i32
169	super::abs_max(42i32, 41i32)	42i32
170	super::abs_max(-42i32, -43i32)	43i32
171	super::abs_max(2147483647i32, 2147483646i32)	2147483647i32
172	super::abs_max(-2147483648i32, 2147483647i32)	2147483647i32
173	super::chessboard_distance(3, 7, -2, 10)	5i32
174	super::chessboard_distance(-5, 0, 5, 0)	10i32
175	super::abs(-1.5f32).to_bits()	0x3fc00000
176	super::abs(1.5f32).to_bits()	0x3fc00000
177	super::abs(f32::NAN).to_bits()	0x7fc00000
178	super::abs(1.4E-45f32).to_bits()	0x00000001
179	super::clamp(5, 0, 10)	5i32
180	super::clamp(-5, 0, 10)	0i32
181	super::clamp(15, 0, 10)	10i32
182	super::clamp(-2147483648, -1, 1)	-1i32
183	super::clamp(2147483647, -1, 1)	1i32
184	super::clamp(-9223372036854775808i64, -1i64, 1i64)	-1i64
185	super::clamp_f32(5.0f32, 0.0, 10.0).to_bits()	0x40a00000
186	super::clamp_f32(-5.0f32, 0.0, 10.0).to_bits()	0x00000000
187	super::clamp_f32(15.0f32, 0.0, 10.0).to_bits()	0x41200000
188	super::clamp_f32(f32::NAN, 0.0, 10.0).to_bits()	0x7fc00000
189	super::clamp_f32(5.0f32, 0.0, f32::NAN).to_bits()	0x7fc00000
190	super::clamp_f32(0.5f32, 0.0, 10.0).to_bits()	0x3f000000
191	super::clamp_f64(5.0, 0.0, 10.0).to_bits()	0x4014000000000000
192	super::clamp_f64(-5.0, 0.0, 10.0).to_bits()	0x0000000000000000
193	super::clamp_f64(15.0, 0.0, 10.0).to_bits()	0x4024000000000000
194	super::clamp_f64(f64::NAN, 0.0, 10.0).to_bits()	0x7ff8000000000000
195	super::clamp_f64(5.0, 0.0, f64::NAN).to_bits()	0x7ff8000000000000
196	super::clamp_f64(0.5, 0.0, 10.0).to_bits()	0x3fe0000000000000
